indice,nome,url_produto,url_imagem,arquivo_imagem
1,Caixa Plástica Fechada com Tampa 7 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/Caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-7L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/02/Caixa-Plastica-Fechada-Preta-7L-Com-Tampa-Larplasticos.jpg?fit=480%2C480&ssl=1,imagens\Caixa-Plastica-Fechada-Preta-7L-Com-Tampa-Larplasticos.jpg
2,Caixa Plástica Fechada Sem Tampa 61 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/Caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-61L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/01/CAIXA-ORGANIZADORA-61L-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-61L-2.png
3,Lixeira Com Pedal 100 Litros Lar Plásticos - Resistência e Durabilidade,https://www.larplasticos.com.br/produtos/Lixeiras-com-pedal/lixeiras-com-pedal-100L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/07/Lixeira-com-pedal-100L.jpg?fit=480%2C480&ssl=1,imagens\Lixeira-com-pedal-100L.jpg
4,Lixeira Com Pedal 15 Litros Lar Plásticos - Mais resistência e qualidade,https://www.larplasticos.com.br/produtos/Lixeiras-com-pedal/lixeiras-com-pedal-15L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/LP-15-LITROS-BR.png?fit=1000%2C1000&ssl=1,imagens\LP-15-LITROS-BR.png
5,Lixeira Com Pedal 25 Litros Lar Plásticos - Qualidade e Resitência,https://www.larplasticos.com.br/produtos/Lixeiras-com-pedal/lixeiras-com-pedal-25L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/LP-25-LITROS-BR.png?fit=1000%2C1000&ssl=1,imagens\LP-25-LITROS-BR.png
6,Lixeira Com Pedal 50 Litros Lar Plásticas - Resistentes e Duráveis,https://www.larplasticos.com.br/produtos/Lixeiras-com-pedal/lixeiras-com-pedal-50L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/LP-50-LITROS-BR.png?fit=1000%2C1000&ssl=1,imagens\LP-50-LITROS-BR.png
7,Lixeira Com Pedal e Rodas 100 Litros da Lar Plásticos,https://www.larplasticos.com.br/produtos/Lixeiras-com-pedal/lixeiras-com-pedal-e-rodas-100-Litros,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2019/07/Lixeira-com-pedal-e-rodas-100-Litros.jpg?fit=480%2C480&ssl=1,imagens\Lixeira-com-pedal-e-rodas-100-Litros.jpg
8,Bituqueira Plástica - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/bituqueira/bituqueira-plastica/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2021/01/bituqueira-de-plastico.jpeg?fit=1000%2C1000&ssl=1,imagens\bituqueira-de-plastico.jpeg
9,LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/cadeira-de-plastico,https://www.larplasticos.com.br/wp-content/plugins/revslider/public/assets/assets/dummy.png,imagens\dummy.png
10,Caixa Container 372 Litros - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-container-372l/,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMSIgaGVpZ2h0PSIxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==",
11,Caixa Plástica 372 Litros - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-container-372l/caixa-plastica-372-litros/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2020/11/caixa-372-preta-com-tampa-1.jpg?fit=480%2C480&ssl=1,imagens\caixa-372-preta-com-tampa-1.jpg
12,Caixa Plástica 372L - Puxador Frontal - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-container-372l/caixa-plastica-372l-puxador-frontal/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2020/11/caixa-plastica-372-litros-com-puxador-frontal.jpg?fit=480%2C480&ssl=1,imagens\caixa-plastica-372-litros-com-puxador-frontal.jpg
13,Caixa Plástica 372L - Puxador Lateral - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-container-372l/caixa-plastica-372l-puxador-lateral/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2020/11/caixa-372-litros-puxador-lateral.jpg?fit=480%2C480&ssl=1,imagens\caixa-372-litros-puxador-lateral.jpg
14,Caixa Para Pescados - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-para-pescados/,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMSIgaGVpZ2h0PSIxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==",
15,Caixa Plástica Fechada com Tampa 15 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-15-litros/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/11/CAIXA-ORGANIZADORA-15L-COM-TAMPA-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-15L-COM-TAMPA-2.png
16,CAIXA PLÁSTICA FECHADA COM TAMPA 130 LITROS,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-130L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/01/CAIXA-ORGANIZADORA-130L-COM-TAMPA-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-130L-COM-TAMPA-2.png
17,Caixa Plástica Fechada com Tampa 180 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-180L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/11/CAIXA-ORGANIZADORA-180L-COM-TAMPA-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-180L-COM-TAMPA-2.png
18,Caixa Plástica Fechada com Tampa 26 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-26L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/11/caixa-fechada-com-tampa-1.jpg?fit=480%2C480&ssl=1,imagens\caixa-fechada-com-tampa-1.jpg
19,Caixa Plástica Fechada com Tampa 36 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-36L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/11/caixa-fechada-com-tampa-2.jpg?fit=480%2C480&ssl=1,imagens\caixa-fechada-com-tampa-2.jpg
20,"Caixa Plástica Fechada com Tampa 4,2 Litros - LAR Plásticos","https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-4,2L",https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/03/CAIXA-ORGANIZADORA-4.2L-COM-TAMPA-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-4.2L-COM-TAMPA-2.png
21,CAIXA PLÁSTICA FECHADA COM TAMPA 61 LITROS,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-com-tampa-lar-61L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/01/caixa-plastica-larplasticos-61L-com-tampa.jpg?fit=480%2C480&ssl=1,imagens\caixa-plastica-larplasticos-61L-com-tampa.jpg
22,Caixa Plástica Fechada sem Tampa 130 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-130L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/01/CAIXA-ORGANIZADORA-130L-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-130L-2.png
23,Caixa Plástica Fechada sem Tampa 15 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-15L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/CAIXA-ORGANIZADORA-15L-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-15L-2.png
24,Caixa Plástica Fechada sem Tampa 180 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-180L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/11/caixa-fechada-sem-tampa.jpg?fit=480%2C480&ssl=1,imagens\caixa-fechada-sem-tampa.jpg
25,Caixa Plástica Fechada Sem Tampa 26 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-26L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/CAIXA-ORGANIZADORA-26L-2.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-26L-2.png
26,Caixa Plástica Fechada sem Tampa 36 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-36L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/36g-20160229-104401.-1.jpg?fit=480%2C480&ssl=1,imagens\36g-20160229-104401.-1.jpg
27,"Caixa Plástica Fechada Sem Tampa 4,2 Litros - LAR Plásticos","https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-4,2L",https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/03/CAIXA-ORGANIZADORA-4.2L-3.png?fit=1000%2C1000&ssl=1,imagens\CAIXA-ORGANIZADORA-4.2L-3.png
28,Caixa Plástica Fechada Sem Tampa 7 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-fechada-sem-tampa-lar-7L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2018/02/Caixa-Plastica-Fechada-Preta-7L-Com-Tampa-Larplasticos.jpg?fit=480%2C480&ssl=1,imagens\Caixa-Plastica-Fechada-Preta-7L-Com-Tampa-Larplasticos.jpg
29,Caixa Plástica Para Pescados 42 Litros - LAR Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixa-plastica-para-pescados-e-frigorificos-42L,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2017/08/42L.jpg?fit=480%2C480&ssl=1,imagens\42L.jpg
30,Caixa ALC - Caixa Com Tampa Agregada - Lar Plásticos,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixas-alc-caixas-com-tampa-agregada/,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMSIgaGVpZ2h0PSIxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==",
31,CAIXA ALC 6437 - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixas-alc-caixas-com-tampa-agregada/caixa-alc-6437,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2020/07/alc-6437-05-.jpg?fit=1000%2C1000&ssl=1,imagens\alc-6437-05-.jpg
32,Caixas KLT - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixas-klt/,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMSIgaGVpZ2h0PSIxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==",
33,CAIXA GALIA 1322 - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixas-klt/caixa-galia-1322/,https://i0.wp.com/www.larplasticos.com.br/wp-content/uploads/2020/07/Caixa-Galia-1322-Fundo-liso-Azul-5.png?fit=1000%2C1000&ssl=1,imagens\Caixa-Galia-1322-Fundo-liso-Azul-5.png
34,CAIXA LAR 298353 - LAR Plásticos – Qualidade que Transforma,https://www.larplasticos.com.br/produtos/caixas-plasticas/caixas-klt/caixa-lar-298353,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMSIgaGVpZ2h0PSIxIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==",
